Core,Latitude,Longitude,Water depth (m),Annual Averaged SST,A-M-J,J-F-M,J-A-S,O-N-D,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides ruber total,Globoturborotalita tenella,Globigerinoides sacculifer w/o sac,Globigerinoides sacculifer with sac,Globigerinoides sacc total,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera (=aequilateralis),Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita humilis,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides L,Globorotalia truncatulinoides R,Globorotalia truncatulinoides total,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii,Globorotalia tumida,Globorotalia menardii flexuosa,Globorotalia menardii + tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Berggrenia pumilio + T. humilis,Globigerinita uvula,Other ID,Other UnID,Total Planktics
RC10-135,-12.42,152.85,3902,27.5608,27.5262,28.7954,26.0096,27.9121,0.41,1.94,0,41.28,41.28,0.31,5.91,4.28,10.19,0.2,0,4.38,2.34,4.49,0.2,0.31,1.22,0,0,0,0.1,8.26,0,0,2.85,0,0,0.1,0.1,0.61,0,0,0.1,0,0.92,0.41,0.2,1.53,0.2,18.65,0,0,0,0,0,0.31,100
RC10-139,-3.03,156.43,1781,29.4017,29.6358,29.3299,29.2228,29.4182,0,1.12,0,38.7,38.7,1.34,4.92,4.03,8.95,0,0,5.15,1.57,6.04,0,0,3.58,0,0,0,0,4.03,0.67,0,6.04,0,0,0,0,0.22,0,0,0,0,0.22,0.22,0.22,0.67,0.45,20.81,0,0,0,0,0,0.67,100
RC10-140,-2.65,156.98,1679,29.4246,29.6246,29.3976,29.2554,29.4207,0,1.64,0,39.57,39.57,1.48,4.6,5.09,9.69,0,0,5.58,0.82,5.42,0.16,0,4.11,0,0,0,0.16,2.13,0.49,0,7.22,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0.33,0.33,20.69,0,0,0,0,0,0.16,100
RC10-141,-1.13,156.3,1904,29.3666,29.4613,29.3936,29.1763,29.4351,0.31,0,0,39.81,39.81,1.25,4.08,4.7,8.78,0,0,4.08,1.25,5.64,0.63,0,3.13,0.31,0,0,0,3.76,0.63,0,6.9,0,0,0,0,0,0,0,0,0,0,0.94,0,0.94,0,22.26,0,0,0.31,0,0,0.31,100
RC10-142,-0.8,155.23,2294,29.3607,29.4947,29.3473,29.1794,29.4212,0.27,0.55,0,40.16,40.16,0.82,7.1,3.83,10.93,0,0,7.65,1.91,0.27,0,0.27,0.82,0,0,0.27,0,2.73,0.27,0,10.38,0,0,0,0,0,0,0,0.27,0,0,0.27,0,0.27,0,21.58,0,0,0,0,0,0.55,100
RC10-143,-0.33,153.98,3074,29.3742,29.5193,29.4321,29.0547,29.4907,0.67,1.67,0,16.33,16.33,0.33,4.33,2.67,7,0,0,12.67,1.33,6.67,0.33,0,0.67,0,0,0,0,13.67,1,0,9.33,0,0,0,0,0.67,0,0,0.67,0,6.67,0.67,0.67,8,1.33,17.33,0,0,0,0,0,0.33,100
RC10-144,-0.03,152.93,4191,29.3897,29.4857,29.431,29.1204,29.5218,0,1.61,0,28.32,28.32,1.61,5.99,3.5,9.49,0.15,0,9.2,1.75,8.91,0.44,0.58,2.04,0,0,0,0,7.74,0.44,0,19.85,0,0,0,0,0,0,0.29,0.15,0,3.36,2.04,0,5.4,0,0,0,0,0,0,0,2.04,100
RC10-146,1.27,149.2,2468,29.3374,29.4734,29.2879,29.1445,29.4438,0.11,1.42,0.16,28.57,28.74,1.42,5.56,5.13,10.69,0.22,0,5.94,2.78,4.2,0.82,0.11,2.29,0,0,0.05,0.27,4.74,0.87,0.11,12.21,0,0,0.49,0.49,0.44,0,0.11,0.22,0,2.18,1.58,0.05,3.82,0.22,17.18,0,0,0,0,0,0.55,100
RC10-161,33.08,158,3587,21.1142,19.1903,17.1824,25.4814,22.6027,1.85,0,0,2.67,2.67,0,0.41,0,0.41,0,0,0,0.62,3.09,1.03,0.21,0,0,0,1.44,22.84,10.7,0,0,0.21,50.21,0.82,0,0.82,0.21,0,0,0.62,0,0.41,0,0,0.41,0,2.26,0,0,0,0,0,0.41,100
RC10-162,31.42,158.8,3913,21.7893,19.8538,18.0715,25.8982,23.3339,0.6,0,0,0.74,0.74,0,0,0,0,0.74,0,0.15,0,0.15,0.15,0.15,0,0,0,0.15,9.52,1.49,0,0,0,81.99,0,2.08,2.08,0,0,0.6,0,0,0.6,0.89,0,1.49,0,0,0,0,0,0,0,0,100
RC10-172,32.13,154.63,4387,21.4388,19.4883,17.5617,25.9114,22.794,0.6,0.12,0,1.09,1.09,0,0,0,0,0,0,0.48,0,0.6,0.6,0.24,0,0,0,0.85,21.4,0.97,0,0,0.97,69.77,0.12,1.81,1.93,0,0,0,0,0,0.12,0,0,0.12,0,0,0,0,0,0,0,0.24,100
RC10-175,34.58,159.17,4014,20.1238,18.0133,16.141,24.732,21.6092,0.1,0.19,0,0.97,0.97,0,0.1,0,0.1,0,0,0.19,0.19,5.45,1.36,0,0,0,0.39,2.43,29.02,11.39,0,0,0,44.3,0,0.29,0.29,0,0,0.1,0.1,0,0,0,0,0,0,2.92,0,0,0,0,0,0.49,100
RC10-250,6.28,-84.32,1734,27.751,28.4845,28.3521,27.2195,26.9477,0.72,0,0,15.58,15.58,0.72,2.17,2.17,4.35,0,0,0.36,0.72,14.13,0.36,0,0,0,0,0,2.9,37.32,0.72,1.81,1.81,0,0,0,0,0,0,0.36,0.72,0,14.49,1.45,0,15.94,0,0.36,0,0,0,0,0,1.09,100
RC11-128,-33.8,112.98,3157,18.9734,19.883,20.5587,17.3977,18.0545,2,1,0,8,8,0,3,0,3,0,0,3,2,14,2,0,0,0,0,2,0,1,0,0,0,41,13,0,13,0,0,1,1,0,2,1,0,3,0,3,0,0,0,0,0,0,100
RC11-134,-33.07,110.55,2345,18.6266,19.2021,20.2034,17.0825,18.0186,0.63,0,0.32,13.02,13.33,0,0.32,0.32,0.63,0,0,0.95,1.27,6.98,13.33,0,0,0,0.32,0,4.44,2.22,0,0,0.63,38.1,8.57,0.95,9.52,0,0,2.86,0.32,0,0,0,0,0,0,3.81,0,0,0,0,0,0.63,100
RC11-138,-33.78,112.77,3069,18.8802,19.744,20.4597,17.3074,18.0096,0.37,0,0,18.08,18.08,1.11,1.48,0.74,2.21,0,0,2.21,1.48,6.27,9.23,0,0.74,0,0,0,1.85,7.75,0,0,0,31.73,3.69,0.74,4.43,0,0,0.74,2.21,0,1.48,0,0,1.48,0,7.01,0,0,0,0,0,1.11,100
RC11-141,-19.07,112.75,1953,26.158,27.2759,27.7535,24.1716,25.4311,4.08,4.08,0,27.04,27.04,1.53,11.22,3.57,14.8,0.51,0,4.59,3.57,3.57,0.51,0,0.51,0,0,0,0.51,8.67,0.51,0,4.59,1.02,0,0.51,0.51,0,0,0,0,0,14.29,0,0,14.29,0.51,4.59,0,0,0,0,0,0,100
RC11-141,-31.57,114.12,4347,20.6988,21.7486,21.9799,19.3247,19.7421,0,0.81,0,6.45,6.45,0,0,0,0,0,0,1.21,0,1.21,0,0,0,0,0,0,0.4,7.26,0,0,0,66.53,3.23,0.4,3.63,0.81,0,1.21,0,0,4.44,0,0,4.44,0,4.44,0,0,0,0,0,1.61,100
RC11-145,-25.48,110.02,3869,22.543,23.2243,24.0484,21.1149,21.7843,0,3,0,21,21,0,3,2.33,5.33,0,0,1.33,2.33,1.67,0.67,1.33,0,0,0,0,0,15,0,0.33,2,18.67,1,0.33,1.33,0,1,0.67,0.67,0,12.67,1,0.33,14,0,8.33,0,0,0,0,0,1.33,100
RC11-146,-21.42,112.8,2573,25.3943,26.5871,27.0657,23.5631,24.3612,0,0,0,1.42,1.42,0,0,2.83,2.83,0,0,1.82,0.4,6.28,0,0.61,0.2,0,0,0.2,5.47,69.84,0,0.2,0.4,0,0,0,0,0,0,0,0.4,0,6.88,0,0,6.88,0,3.04,0,0,0,0,0,0,100
RC11-146,-1.52,-85.82,2371,22.7397,22.7688,24.5421,21.4874,22.1605,0.6,0.9,0,32.54,32.54,3.88,3.28,2.69,5.97,0,0,2.99,3.58,8.66,4.48,0.3,1.49,0,0,0,0,8.06,0,0,1.79,0.6,0,0.3,0.3,0,0.3,0,0.3,0,7.76,0.3,0,8.06,0,14.03,0,0,0,0,0,1.19,100
RC11-150,-6.02,119,633,28.1387,28.3905,28.5148,27.0784,28.5713,0.28,0.55,0,18.84,18.84,1.39,0.28,1.39,1.66,0,0,2.77,0.55,22.71,1.66,0.28,0.83,0,0,0,1.11,18.84,0,0,12.19,0,0,0,0,0,0,0.28,1.11,0,1.94,0.55,0,2.49,0.28,11.36,0,0,0,0,0,0.83,100
RC11-156,16.53,145.83,2047,28.2077,28.0053,27.0479,29.2578,28.5196,0,2.83,0,64.27,64.27,7.2,5.4,1.54,6.94,0,0,1.03,0.51,0.51,1.29,0.26,2.57,0,0,0,0,0.26,0,0.26,0.26,0,0,0.26,0.26,0,0,0,0.77,0,0.77,0,0,0.77,0,7.2,0,0,0,0,0,2.83,100
RC11-158,20.92,149.92,3177,27.5364,27.4155,25.6352,29.1409,27.9539,0.23,9.51,0,42.69,42.69,1.86,8.82,6.73,15.55,1.16,0,5.34,2.78,0.23,0.23,2.09,0,0,0,0,0.46,0.93,0.23,0,0,0.93,0.93,3.94,4.87,0.46,0,0,0.46,0,2.78,2.78,0,5.57,0.23,0.93,0,0,0,0,0,3.25,100
RC11-160,26.8,142.9,4025,24.2617,23.2935,21.0172,27.4255,25.3106,0.69,0.86,0,22.55,22.55,0,2.24,0.86,3.1,0.34,0,0.86,0.86,2.93,1.38,0.86,0.34,0,0,0,1.2,16.35,0,0,3.27,33.05,0.17,5.34,5.51,0.17,0,0,0.17,0,1.03,1.55,0,2.58,0,2.58,0,0,0,0,0,0.34,100
RC11-162,33.2,139.03,1763,22.1698,21.0482,18.179,26.5851,22.8669,0.23,1.03,0,10.4,10.4,0.69,1.71,0.69,2.4,0,0,0.69,0.57,7.2,6.97,0.11,0,0,0,0.23,12.69,15.2,0,0,1.26,18.86,0,1.03,1.03,0.46,0,0.23,0.11,0,1.71,0,0,1.71,0,17.14,0,0,0,0,0,0.8,100
RC11-187,47.15,-130.12,2670,11.6521,10.0423,8.55802,15.5406,12.4676,2.69,0,0,0.12,0.12,0,0,0,0,0,0,0,0,30.64,0,0,0,0,1.7,35.2,19.12,5.91,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,3.98,0,0,0,0,0,0.29,100
RC11-211,-1.98,-139.72,4319,26.4327,27.2737,26.5412,26.1479,25.7679,0.48,0.48,0,11.03,11.03,0,5.76,2.88,8.63,0.24,0,1.68,0,9.83,0.72,0.48,0.48,0.72,0,0,0.48,13.43,0.24,0.72,21.34,0,0,0.24,0.24,0.72,0,0,0,0,4.8,5.52,0,10.31,0,16.55,0,0,0.72,0,0,1.2,100
RC11-217,-14.78,-146.87,2633,27.9837,28.3801,28.6511,27.0793,27.8246,0.31,2.32,0.06,56.93,56.99,1.94,3.51,1.94,5.45,0.06,0,4.08,0.82,2.32,0,0.13,1.76,0,0.06,0,0.06,0.06,0,0.06,0.13,0,0,0,0,0,0,0,0,0.31,0,0.06,0,0.06,0.5,22.19,0,0,0,0,0,0.38,100
RC11-220,-14.82,-139.97,2950,27.7688,28.2301,28.3668,26.8198,27.6586,0.18,1.33,0,52.75,52.75,2.75,2.93,3.37,6.29,0.27,0.09,3.63,0.44,2.57,0,0.18,1.6,0.27,0,0,0,0,0.35,0,0.35,0.09,0,0,0,0,0,0.09,0,0.44,0,0.44,0,0.44,0.27,24.73,0,0,0.27,0,0,0.89,100
RC11-227,-5.98,-114.62,4158,25.5982,26.8755,26.1072,24.7532,24.6568,0.37,1.84,0,0.37,0.37,0,1.84,0,1.84,1.47,0,0.37,0.37,0,0,0,0,0,0,0,3.31,53.31,1.84,0,7.72,0,0,0,0,0,0,0,0,0,10.29,16.18,0,26.47,0,0.37,0,0,0,0,0,0.37,100
RC11-230,-8.8,-110.8,3259,25.3827,26.5849,25.9385,24.5954,24.4121,0.31,1.24,0,14.91,14.91,0.93,7.45,9.32,16.77,0,0.31,4.04,0.62,4.35,0.31,0.62,0,0.62,0,0,0.31,12.11,1.86,1.55,9.32,0,0,0,0,0,0,0,0,0,8.7,1.86,0,10.56,0.31,18.32,0.62,0,0.62,0,0,0,100
RC11-232,-11.33,-106.97,3762,24.8033,26.007,25.1605,24.2596,23.7862,0.34,0.68,0,0.68,0.68,0,1.69,2.36,4.05,1.35,0,2.36,0.34,0.34,0,1.69,0,0,0,0.68,0,29.73,6.42,0,11.82,0,0,0,0,0,0,0,0,0,3.38,36.15,0,39.53,0,0,0,0,0,0,0,0,100
RC11-237,-1.53,-85.82,2776,22.734,22.7708,24.5496,21.4724,22.1432,0.6,0.6,0,0,0,0,0.6,0.3,0.89,0.3,0,0.3,0.6,6.55,0.3,0,0,0,0,2.68,13.69,62.2,0.3,0,1.79,0,0,0,0,0,0,0,0,0,4.17,0,0,4.17,0,3.87,0,0,0,0,0,1.19,100
RC11-78,14.83,-93.95,412,27.987,29.0859,26.6071,29.3257,26.9292,0.58,0,0,9.25,9.25,1.16,0,2.89,2.89,0,0,0.96,3.47,27.17,0.58,0.19,0.77,0,0,0,0.58,18.11,0,0.58,0,0,0,0,0,0,0,0,0.19,0,12.91,0,0,12.91,0,20.62,0,0,0,0,0,0,100
RC11-79,21.02,-115,2626,23.1173,21.8992,21.5785,24.9359,24.0556,3.53,2.23,0,5.63,5.63,0.26,0,5.76,5.76,0.65,0,4.32,0,6.02,0.39,1.7,0,0,0.13,0.13,4.71,31.02,0.65,1.96,1.57,0.13,2.36,0.79,3.14,0,0,0,0.13,0,25.65,0,0,25.65,0,0.26,0,0,0,0,0,0,100
RC12-101,-26.01,-174.37,4356,22.8578,23.4969,24.7649,20.853,22.3162,1.6,0.7,0,32.3,32.3,1,5.7,1.4,7.1,0,0,2.1,1.4,5.6,7.5,0.5,0.3,0.5,1.9,0,1.2,2.8,0.1,0.1,1.2,5.7,0,1,1,5,0,1.2,0.3,0,0.1,0,0,0.1,0,17.1,0,0,0.5,0,0,0,98.8
RC12-103,-26,179.44,2401,22.7768,23.2031,25.0409,20.5333,22.33,1.3,1.9,0,32.5,32.5,4,4.9,1.9,6.8,0,0,3.2,2.8,2.6,4.7,0.3,3,0.9,5.1,0,0.9,1.3,0,0,0.1,6.3,1.1,0.3,1.4,5.3,0,0,0.3,0,0,0,0,0,0,13.9,0,0,0.9,0,0,0,99.5
RC12-107,-26,169.2,3115,22.7547,23.0191,24.9367,20.8256,22.2373,1.51,1.51,0.22,33.33,33.55,1.29,5.59,3.01,8.6,0,0,3.66,3.44,3.87,6.67,0.22,0,0,0.43,0,0.43,2.58,0,0,1.08,7.96,0.22,0,0.22,3.23,0,0.65,0.43,0,0.22,0,0,0.22,0,17.42,0,0,0,0,0,1.08,100
RC12-109,-25.88,157.87,2930,23.4451,23.7807,25.7648,21.1619,23.073,2.95,1.77,0,26.84,26.84,1.18,7.67,5.31,12.98,0,0,5.6,2.95,4.13,8.85,0.29,0.29,0,0,0,0,7.96,0,0,2.36,5.01,0,0.59,0.59,6.19,0.29,3.54,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0.59,100
RC12-110,-26,154.54,1942,24.3004,24.2128,26.5532,22.0762,24.3595,3,1.3,0,20.8,20.8,0.6,8.5,1.3,9.8,0,0,2,2,2.3,3.9,0.9,0.9,0,2.3,0,0.6,6.9,0.2,0,2.5,17.3,0,5.7,5.7,4.3,0,0,0.6,0,1.8,0,0,1.8,0,9,0,0,0,0,0,0,98.7
RC12-112,-24.08,159.03,2566,23.845,24.0772,26.1892,21.6973,23.4161,0.8,0.8,0,28.8,28.8,4.1,6.2,1.4,7.6,0,0.3,2.6,4.7,2.3,8.5,0.3,2.4,0,1.3,0,0,5.1,0.1,0.1,0.1,1.9,0,1.1,1.1,2.3,0,1.4,0.3,0,0,0,0,0,0,21.9,0,0,0,0,0,0,98.8
RC12-113,-24.88,163.52,2454,23.4111,23.5628,25.6173,21.493,22.9715,1.76,2.51,0,35.43,35.43,2.26,5.28,3.52,8.79,0.25,0,2.01,3.27,6.03,7.54,0,0.75,0,0,0,0.25,3.77,0,0,1.26,6.78,0.25,0.25,0.5,4.02,0.25,0.75,0,0,0,0,0,0,0,10.3,0,0,0,0,0,1.51,100
RC12-117,-16.25,174.3,2734,27.7128,27.8752,28.9495,26.5001,27.5266,1.5,4.1,0,43.9,43.9,3.5,8.1,2.9,11,0,0,3.9,4.2,1.6,2.7,0.9,1.6,0,1.3,0,0.3,0.1,0,0.3,0,0,0,0.1,0.1,0.3,0,0,0.3,0,0,0,0,0,0.4,16.9,0,0,0,0,0.1,0,99
RC12-118,-12.59,174.01,3233,28.6635,28.9415,29.2124,27.8004,28.6996,1.4,2.5,0,50.8,50.8,2.6,5.3,1.4,6.7,0.1,0,4.7,1.4,1.4,0.7,0.3,2.8,0.1,1.8,0,0,0.3,0,1.2,0.1,0.1,0.1,0,0.1,0,0,0.1,0.1,0,0.5,0,0,0.5,0,19,0,0,0.1,0,0,0,98.9
RC12-121,-3.73,168.38,3519,29.4958,29.5505,29.3936,29.4569,29.5819,0.25,4.04,0,28.28,28.28,0.51,7.32,5.05,12.37,0.25,0,8.84,0.76,6.57,1.77,0,0.51,0.51,0,0,0,2.02,0.76,0.76,15.15,0,0,0,0,0,0,0,0,0,0.76,0.76,0,1.52,0,15.15,0,0,0.51,0,0,0,100
RC12-122,-1.27,166.72,4250,29.17,29.2028,29.2612,29.0318,29.1841,0,0.31,0.31,0,0.31,0,2.15,1.53,3.68,1.84,0,1.53,0,0.61,0,0,0,0,0,0,0.92,3.68,0.31,0,78.53,0,0,0,0,0,0,0,0,0,0,7.06,0,7.06,0,0.31,0,0,0,0,0,0.92,100
RC12-123,1.63,164.82,4285,29.1871,29.1691,28.9916,29.3331,29.2546,0,0.48,0,0.95,0.95,0,0.48,0,0.48,4.05,0,2.38,0,0,0,0,0.24,0,0,0,0,2.14,0.71,0,78.33,0,0,0.24,0.24,0,0,0,0,0,1.67,7.86,0,9.52,0,0,0,0,0,0,0,0.48,100
RC12-124,3.6,163.33,4424,29.2676,29.207,29.0057,29.528,29.3296,0.18,2.33,0,0.54,0.54,0,5.37,3.4,8.77,1.25,0,4.11,0.18,1.61,0,1.25,0,0,0,0,0.18,8.41,0.72,0,56.71,0,0,0,0,0.18,0,0,0.36,0,3.22,9.3,0,12.52,0,0.54,0,0.18,0,0,0,0,100
RC12-138,33,134.15,605,22.6129,21.6774,18.6005,26.9342,23.2395,0.35,0.98,0,16.42,16.42,0.53,2.31,0.53,2.84,0,0,0.62,1.51,14.91,6.74,0,0.18,0,0.27,0.53,10.65,18.54,0,0,4.44,9.94,0.44,0.27,0.71,0.09,0,0,0.27,0,0.27,0.09,0,0.35,0,8.43,0,0,0,0,0,0.71,100
RC12-139,32.3,134.15,3153,23.3683,22.4581,19.659,27.562,23.7941,0.55,0.28,0,5.8,5.8,0.28,0.83,0,0.83,0,0,0,0,8.56,2.49,0.28,0,0,0,0,16.57,26.8,0,0,7.46,24.59,0,1.93,1.93,0.28,0,0,0,0,0.55,0,0,0.55,0,1.93,0,0,0,0,0,0.83,100
RC12-143,29.77,133.28,2350,23.6628,22.5662,19.9997,27.9034,24.1819,3.07,1.83,0,12.3,12.3,0,3.65,2.11,5.76,0.38,0,1.25,0.58,7.49,2.11,0.19,0,0,0,0.86,16.91,7.01,0.1,0,2.11,20.46,0.19,8.36,8.55,0,0,0,1.34,0,0.67,0.29,0,0.96,0,5.19,0.19,0.38,0,0,0,0.96,100
RC12-146,29.55,131.42,3922,24.276,23.6197,20.7753,28.1868,24.5223,0.64,1.6,0,8.63,8.63,0.64,2.56,0.64,3.19,0,0,0.96,1.28,6.71,7.67,0.32,0.96,0,0,0,1.6,17.89,0,0,10.86,15.65,0,0.96,0.96,0.64,0,0,0.64,0,1.92,1.92,0,3.83,0,13.74,0,0,0,0,0,1.6,100
RC12-173,20.78,-157.93,1476,25.4118,25.0828,24.2109,26.3662,25.9873,0.66,2.31,0,52.15,52.15,6.6,6.27,1.65,7.92,0,0,4.29,2.31,0,0.33,0.33,3.63,0,0,0,0.33,2.64,0,0.33,0,0,0,0.33,0.33,0.33,0,0,0,0,1.65,0,0,1.65,0,12.54,0,0,0,0,0,1.32,100
RC12-210,-24.2,-177.6,1529,23.8262,24.5253,25.7599,21.7931,23.2266,1.45,5.78,0,41.62,41.62,2.02,9.83,6.94,16.76,0,0,5.49,1.73,0,2.31,0.58,0.87,0,0,0,0,1.45,0,0,0,3.76,0.29,1.45,1.73,6.36,0,0.58,0,0,0,0,0,0,0.29,6.94,0,0,0,0,0,0.29,100
RC12-347,0.1,-95.65,3231,23.211,24.1094,24.7089,21.8912,22.1344,0,0,0,0.38,0.38,0,1.15,0.77,1.92,0,0,0,0.77,1.15,0,0.77,0,0,0.77,0,0,85,0.77,0.38,0.77,0,0,0,0,1.92,0,0,0,0,4.23,0.38,0,4.62,0,0.77,0,0,0,0,0,0,100
RC12-350,6.55,111.22,1950,28.2564,29.3232,26.9121,28.6435,28.1469,0.72,0.36,0,32.25,32.25,0.36,0,0,12.32,0.72,0,0.36,3.26,7.61,0,0,0.36,0,0,0,0,3.26,0,0.36,5.43,0,0,0.72,0.72,0,0,0,0.36,0,1.45,1.45,0,2.9,0,28.62,0,0,0,0,0,0,100
RC12-365,23.95,126.18,2787,25.8672,26.0216,22.8007,28.6278,26.0187,0.74,2.65,0,24.02,24.02,1.3,6.66,4.75,11.41,0,0,2.42,2.19,6.38,7.64,0.28,0.61,0,0,0.14,2.42,9.96,0.05,0,4.14,3.45,0.19,2.65,2.84,0.05,0,0.33,0.88,0,0.79,0.28,0,1.07,0.14,13.18,0,0.14,0,0,0,1.58,100
RC12-366,26.58,126.33,1644,25.3878,25.5099,22.2816,28.4315,25.3284,1.24,4.98,0,12.03,12.03,0,3.73,2.07,5.81,0.41,0,4.15,0.41,4.98,0.41,0.41,0,0,0,0,0,12.45,0,0,24.48,2.07,0,0.41,0.41,0,0,0.41,0,0,4.56,2.9,0,7.47,0,14.11,0,0,0,0,0,3.73,100
RC12-417,38.1,170.02,3849,16.6023,14.3736,13.1388,20.9694,17.9274,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,9.97,0,0,0,0,0.17,14.62,23.75,12.13,0,0,0.17,35.88,0,2.16,2.16,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,100
RC12-418,38.1,170.02,3842,16.6023,14.3736,13.1388,20.9694,17.9274,0.33,0,0,2.62,2.62,0,0,0,0,1.64,0,0,0,4.59,0,0,0,0,0,18.03,24.26,16.39,0,0,0,24.26,0.33,4.26,4.59,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,100
RC13-001,21.47,-157.23,2114,25.01,24.5742,23.8843,26.0053,25.5763,0.89,2.22,0,59.65,59.65,4.21,5.76,2,7.76,0,0.22,3.33,1.55,0.44,0.89,0.44,2,0,0,0,0,0.44,0.22,0.22,0,0,0,0.44,0.44,0,0.44,0,0,0,1.77,0,0.44,2.22,0.89,10.86,0,0,0,0,0,0.67,100
RC13-017,19.08,-170.07,3374,26.4278,25.9897,25.2275,27.5281,26.9655,0.27,5.61,0,38.24,38.24,0.27,4.28,2.41,6.68,1.34,0,2.41,2.67,1.34,0.53,1.34,1.87,0,0,0.27,0.53,2.94,0.53,0.8,0.8,1.07,2.41,5.08,7.49,0.8,0,0,1.07,0,7.75,3.48,0,11.23,0,6.68,0,0,0,0,0,3.21,100
RC13-027,13.87,-175.27,3555,27.1234,26.9943,26.1431,27.7202,27.636,0,10.1,0,4.04,4.04,0,2.53,0.25,2.78,3.28,0,2.02,0.25,1.01,0.51,0.76,0,0,0,0,0.51,3.03,4.29,0,5.81,0,0,0,0,0.51,0,0,0,0,12.88,47.73,0,60.61,0,0,0,0,0,0,0,0.51,100
RC13-108,-1.63,-104.83,3621,23.5873,25.2557,24.8891,21.9682,22.2361,0.26,0,0,0.79,0.79,0,1.58,0.79,2.37,0.79,0,0,0.79,1.58,0,0,0,0,0,0,1.84,75,0.79,0.26,2.11,0.26,0,0,0,0,0,0,0,0,11.32,1.32,0,12.63,0,0.26,0,0,0,0,0,0.26,100
RC13-108,-3.12,-89.42,3308,23.2237,24.4504,25.6532,21.0708,21.7202,0.25,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.25,0.76,0,0,0.25,0,0,0,5.08,87.56,0.25,0.25,0,0,0,0,0,0.25,0,0,0,0,3.3,0.76,0,4.06,0,0.51,0,0,0,0,0,0,100
RC13-110,10.05,-107,3275,27.9728,28.9979,27.4658,27.8115,27.6159,0,0.53,0,1.59,1.59,0,0,0,0,0,0,0.27,0,5.04,0,0.8,0,0,0,0,0.27,37.4,0.27,0.53,3.98,0,0,0,0,0,0,0,0,0,49.07,0,0,49.07,0,0.27,0,0,0,0,0,0,100
RC13-113,4.98,-94.47,3436,27.2828,28.1812,27.1419,27.0352,26.7728,0.37,0,0,0,0,0,0,0,0,0.75,0,1.12,0,0,0,0.37,0,0,0,0,0.75,52.81,0.75,0,1.5,0,0,0,0,0,0,0,0,0,41.57,0,0,41.57,0,0,0,0,0,0,0,0,100
RC13-113,-1.65,-103.63,3195,23.5184,25.1827,25.0197,22.0273,21.8438,0,0,0,1.29,1.29,0,3.22,1.29,4.5,0,0,0.64,0.32,1.93,0.32,0,0,0,0,0.32,30.87,45.98,0.64,1.61,0.64,0,0,0,0,0,0,0,0,0,5.79,1.61,0,7.4,0,1.93,0,0,0,0,0,1.61,100
RC13-115,1.82,-94.13,2655,25.9268,26.3393,26.7232,25.2283,25.4167,0,0.35,0,4.37,4.37,0,0,2.8,2.8,0,0,1.57,0,6.29,0,0.35,0.52,0,0,0.17,4.37,59.44,0,2.27,0,0,0,0,0,0,0,0,0.52,0,8.57,0,0,8.57,0,8.39,0,0,0,0,0,0,100
RC13-122,-2.87,-87.75,2246,22.9242,23.9043,25.6845,20.8032,21.3048,0,2,0,5.67,5.67,0,0,3.33,3.33,0.33,0,4,0,8.67,0,1,0,0,0,0,0.67,40,1,0.33,1.33,0,0,0,0,0,0,0,0.33,0,18.67,0,0,18.67,0,12.67,0,0,0,0,0,0,100
RC13-139,4.75,-90.93,3032,27.3118,28.0376,27.3339,27.107,26.7686,0,0,0,0.87,0.87,0,0.87,1.53,2.4,0.65,0,2.83,0,1.31,0.44,0.87,0,0,0,0,3.05,48.8,1.09,0.22,1.74,0,0.22,0,0.22,0,0,0,0,0,31.59,2.83,0,34.42,0,0.44,0,0,0,0,0,0.65,100
RC13-37,-11.52,177.25,3067,28.8812,29.0116,29.3243,28.3305,28.8585,0.3,0.5,0,37.2,37.2,5.4,4.9,2.1,7,0,0,3.9,1,0.9,0.5,0.1,5.6,0.5,6.3,0,0.1,0.5,0.1,1.6,0.3,0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0.5,25.5,0,0,0.5,0.1,0,0,99.2
