Core,Latitude,Longitude,Water depth (m),Annual Averaged SST,A-M-J,J-F-M,J-A-S,O-N-D,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides ruber total,Globoturborotalita tenella,Globigerinoides sacculifer w/o sac,Globigerinoides sacculifer with sac,Globigerinoides sacc total,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera (=aequilateralis),Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita humilis,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides L,Globorotalia truncatulinoides R,Globorotalia truncatulinoides total,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii,Globorotalia tumida,Globorotalia menardii flexuosa,Globorotalia menardii + tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Berggrenia pumilio + T. humilis,Globigerinita uvula,Other ID,Other UnID,Total Planktics
Fr10/95-18,-22.98,112.82,1055,24.5429,25.7582,26.1961,22.9363,23.281,0.3,1.81,0,29.09,29.09,1.81,0,0,8.22,0,0,3.51,0,8.83,2.01,0,0.3,0,0,0,3.51,10.63,0,0,1.81,2.01,1.2,0,1.2,0,0,0.6,0,0,14.94,0,0,14.94,0,9.43,0,0,0,0,0,0,100
Fr10/95-19,-24.23,110,1974,23.2753,24.2447,24.7168,21.7562,22.3834,0,2.61,0,31.06,31.06,4.02,0,0,6.63,0,0,2.61,0,7.04,1.71,0,1.31,0,0,0,1.01,7.64,0,0,1.71,5.63,0.7,0,0.7,1.31,0,0.7,0.3,0,8.94,0,0,8.94,0,15.08,0,0,0,0,0,0,100
Fr10/95-2,-12.53,126.23,81,28.3904,28.581,29.3189,26.6817,28.98,0,2,0,45.19,45.19,5.91,0,0,13.73,0,0,0,0,7.82,2,0,5.91,0,0,0,5.61,3.91,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91,0,0,0,0,0,0,100
Fr10/95-20,-24.73,111.82,841,23.5124,24.5753,24.9181,22.0392,22.5168,0,3.31,0,25.88,25.88,4.91,0,0,6.52,0,0,3.51,0,8.73,4.11,0,1.4,0,0,0,2.21,9.23,0,0,0.5,3.51,0.3,0,0.3,0,0,0.3,0.3,0,10.33,0,0,10.33,0,14.94,0,0,0,0,0,0,100
Fr10/95-21,-25.98,111.63,982,22.893,23.8923,24.3061,21.355,22.0184,0.71,1.02,0,13.1,13.1,2.03,0,0,2.34,0,0,2.03,0.3,9.04,1.62,0,1.62,0,0,0,0,4.67,0,0,1.32,39.7,0.3,1.02,1.32,0,0,1.32,0.71,0,0.3,0,0,0.3,0,16.85,0,0,0,0,0,0,100
Fr10/95-22,-26.98,112,1049,22.5577,23.7796,23.8229,21.0915,21.5369,0.6,1.7,0,25.73,25.73,2.8,0,0,3.7,0,0,2.3,0,6.81,3.7,0,1.4,0,0,0,1.1,13.21,0,0,0.8,6.21,0.6,0.3,0.9,0,0,0.8,0.6,0,12.71,0.8,0,13.51,0,14.11,0,0,0,0,0,0,100
Fr10/95-23,-28.73,112.77,2470,21.883,23.2056,23.1271,20.4826,20.7167,0,1.31,0,20.46,20.46,4.33,0,0,4.33,0,0,3.33,0,6.75,2.32,0,3.02,0,0,0,0.3,17.84,0,0,0.71,4.33,0.71,0.3,1.01,0,0,1.31,0,0,11.79,0,0,11.79,0,16.83,0,0,0,0,0,0,100
Fr10/95-24,-28.75,113.05,1577,21.9165,23.2672,23.1267,20.531,20.741,0.3,1.3,0,14.34,14.34,3.71,0,0,7.02,0,0,5.72,0.7,7.72,2.31,0,1,0,0,0,3.01,14.34,0,0,0.7,4.71,1.71,0,1.71,0,0,0,0,0,12.04,0,0,12.04,0,19.36,0,0,0,0,0,0,100
Fr10/95-25,-28.72,113.37,1010,21.9804,23.3889,23.1573,20.6166,20.7587,0.3,1.61,0,20.79,20.79,2.62,0,0,4.94,0,0,1.61,0,8.88,2.62,0,0.3,0,0,0,1.61,20.79,0,0,1.31,1.01,1.31,0,1.31,0,0,0.3,0,0,16.15,0.3,0,16.45,0,13.52,0,0,0,0,0,0,100
Fr10/95-26,-29.23,113.55,1738,21.6445,22.9178,22.824,20.3253,20.5108,0.3,1.81,0,19.13,19.13,1.81,0,0,9.06,0.3,0,3.02,0,7.85,0.91,0,0.3,0,0,0,0.91,17.02,0,0,0.91,6.65,1.81,0.3,2.11,0,0,0.91,0,0,18.23,0,0,18.23,0,8.76,0,0,0,0,0,0,100
Fr10/95-27,-30.5,114.27,843,21.1393,22.3159,22.3217,19.7562,20.1631,0.56,2.07,0,18.16,18.16,2.07,0,0,4.05,0,0,0.85,0,9.97,1.79,0,0.28,0,0,0,4.42,15.8,0,0,0.85,13.17,1.41,0.28,1.69,0,0,0.28,0.28,0,16.37,0,0,16.37,0,7.34,0,0,0,0,0,0,100
Fr10/95-28,-30.07,114.13,1440,21.2683,22.4715,22.4425,19.9097,20.2493,0,0,0,13.55,13.55,2.01,0,0,1.61,0,0,3.01,0,10.94,0.7,0,0.7,0,0,0,0.3,3.61,0,0,1.31,35.44,0.7,0,0.7,0,0,1.31,0.3,0,2.31,0,0,2.31,0,22.19,0,0,0,0,0,0,100
Fr10/95-29,-30.98,114.58,1220,20.9777,22.1031,22.1552,19.6101,20.0424,0.32,1.07,0,23.95,23.95,3.54,0,0,7.52,0,0,2.9,0.32,5.05,5.05,0,0.75,0,0,0,0.75,17.53,0,0,0.32,6.76,3.54,0.32,3.87,0,0,1.4,0,0,2.79,0,0,2.79,0,16.11,0,0,0,0,0,0,100
Fr10/95-3,-13.23,124,182,28.4202,28.6426,29.2505,26.8012,28.9867,0,7.41,0,24.52,24.52,0,0,0,10.71,2.5,0,1.6,0,1.6,0,0,0,0,0,0,4.1,0.8,0,0,17.22,0.8,0,0,0,0,0,0,0,0,26.23,2.5,0,28.73,0,0,0,0,0,0,0,0,100
Fr10/95-4,-13.92,122.02,470,28.3354,28.8592,29.0721,26.5414,28.8691,0.3,2.3,0,28.06,28.06,5.01,0,0,7.31,0,0,5.31,0,4.01,0.7,0,6.01,0,0,0,4.01,2.3,0,0,6.31,0,0,0.3,0.3,0,0,0,0.7,0,14.63,1.7,0,16.33,0,11.02,0,0,0,0,0,0,100
Fr10/95-5,-14,121.02,2472,28.2767,28.8112,29.0481,26.4294,28.818,0.81,4.93,0,28.8,28.8,2.42,0,0,13.39,0.3,0,9.26,0,2.22,0,0.3,2.42,0,0,0,1.61,4.93,0,0,4.93,0,0,0.3,0.3,0.3,0,0,0,0,14.8,1.11,0,15.91,0,7.15,0,0,0,0,0,0,100
Fr10/95-6,-14.32,121.15,2177,28.2078,28.8135,28.9665,26.3714,28.6798,0.91,5.74,0,33.74,33.74,3.73,0,0,10.88,0.5,0,6.24,0,1.11,0,0.5,1.81,0,0,0,2.32,2.32,0,0,3.73,0,0,0,0,0,0,0.5,0.91,0,16.01,0.5,0,16.52,0,8.56,0,0,0,0,0,0,100
Fr10/95-7,-14.7,120.53,1445,28.139,28.7822,28.94,26.2957,28.5383,4.44,2.92,0,21.37,21.37,2.42,0,0,11.59,0.3,0,10.69,0,3.53,1.21,0.6,1.51,0,0,0,2.12,1.51,0.3,0,5.04,0,0,0,0,0,0,0,0.3,0,15.22,2.12,0,17.34,0,12.8,0,0,0,0,0,0,100
Fr10/95-8,-14.9,120.95,678,28.0896,28.7562,28.9165,26.238,28.4476,0.92,5,0,30,30,5.61,0,0,10.61,0,0,11.53,0,1.84,1.22,0.31,1.53,0,0,0,1.84,3.47,0,0,2.14,0,0,0,0,0,0,0,0.61,0,13.37,1.22,0,14.59,0,8.78,0,0,0,0,0,0,100
Fr10/95-9,-18.12,118,498,27.2813,27.8803,29.0383,25.0395,27.1673,1.4,5.1,0,26.9,26.9,9.9,0,0,13.6,0,0,6.2,0,1.7,3.4,0.6,1.7,0,0,0,1.1,2.3,0,0,2.5,0,0.3,0,0.3,0.3,0,0.6,0.3,0,5.4,0.8,0,6.2,0,15.9,0,0,0,0,0,0,100
Fr2/96-1,-31.1,114.53,2530,20.912,22.0186,22.1107,19.541,19.9779,0.31,2.06,0,18.45,18.45,1.75,0,0,6.18,0,0,3.4,0,7.83,2.78,0,0.72,0,0,0,1.34,16.83,0,0,2.06,9.28,2.78,0,2.78,0.31,0,2.37,0,0,8.55,0.31,0,8.86,0,12.68,0,0,0,0,0,0,100
Fr2/96-10,-24.45,108.5,2852,22.8509,23.6555,24.3475,21.5056,21.8951,2.19,3.28,0,35.01,35.01,4.38,0,0,8.42,0.33,0,5.8,0.77,3.28,0.33,0,2.19,0,0,0,0.77,0.88,0,0,1.09,5.47,1.86,0.33,2.19,0,0,1.42,0,0,10.18,0.33,0,10.5,0,11.71,0,0,0,0,0,0,100
Fr2/96-11,-23.95,108.37,2404,23.1239,24.0102,24.6242,21.742,22.1192,0.59,2.56,0,30.38,30.38,2.56,0,0,8.65,0.29,0,5.11,0.29,3.24,0,0,1.57,0,0,0,0.98,9.14,0,0,2.95,8.65,3.24,0,3.24,0.29,0,0.29,0,0,10.23,0.98,0,11.21,0,7.96,0,0,0,0,0,0,100
Fr2/96-12,-23.73,108.52,2100,23.2853,24.2182,24.7998,21.8608,22.2624,0.57,3.72,0,31.3,31.3,2.58,0,0,6.01,0,0,5.15,0,4.58,2,0,0.57,0,0,0,2,9.64,0,0,0.29,13.55,1.15,1.72,2.86,0.29,0,0.29,0.29,0,2,0.29,0,2.29,0,12.02,0,0,0,0,0,0,100
Fr2/96-13,-23.72,107.7,3189,23.0338,23.9207,24.3863,21.7619,22.0663,1.6,3.5,0,21.82,21.82,2.2,0,0,7.91,0,0,1.3,0,5.41,0.9,0.3,0.9,0,0,0,0.6,5.11,0,0,2.2,11.71,2.8,3.8,6.61,3.2,0,0.9,0,0,3.2,0,0,3.2,0,20.62,0,0,0,0,0,0,100
Fr2/96-14,-19.4,110.5,4089,25.7134,26.9494,27.0961,24.1889,24.6191,1.6,4.27,0,23.5,23.5,1.28,0,0,4.91,0,0,2.88,0,5.24,0,0,1.28,0,0,0,1.28,5.45,0,0,2.88,15.06,0.32,1.6,1.92,1.92,0,1.28,0,0,10.47,0.32,0,10.79,0,14.42,0,0,0,0,0,0,100
Fr2/96-15,-12.23,110.42,3446,27.913,28.4806,28.6878,26.8734,27.6101,2.26,3.91,0,4.93,4.93,0,0,0,17.37,0.31,0,5.55,0,3.6,0,1.34,0,0,0,0,6.58,11.31,0.62,0,8.84,0,0.31,0,0.31,0,0,0,0,0,23.95,3.6,0,27.54,0,5.55,0,0,0,0,0,0,100
Fr2/96-16,-12.18,111.5,2714,28.0032,28.4571,28.8936,26.9469,27.7152,0,1.32,0,3.56,3.56,0,0,0,10.18,1.93,0,5.19,0,2.95,0,0,0,0,0,0,4.89,13.34,0,0,8.55,0,0,0,0,0.61,0,0,0,0,40.94,3.56,0,44.5,0,2.95,0,0,0,0,0,0,100
Fr2/96-17,-12.23,112.73,2571,28.0419,28.5327,28.7642,26.796,28.0749,0.29,1.17,0,14.87,14.87,0,0,0,14.29,0.29,0,7.44,0,5.19,0,0,0,0,0,0,4.6,13.8,0.59,0,6.56,0,0,0,0,0,0,0.29,0,0,21.14,4.31,0,25.44,0,5.19,0,0,0,0,0,0,100
Fr2/96-18,-12.08,114.45,3189,28.1281,28.6023,28.928,26.5981,28.3841,0.88,5.07,0,2.63,2.63,0,0,0,8.98,0.88,0,6.83,0,1.56,0.29,0,0,0,0,0,6.83,11.12,0.29,0,10.73,0,0,0.29,0.29,0,0,0,0,0,35.22,6.83,0,42.05,0,1.56,0,0,0,0,0,0,100
Fr2/96-19,-12.37,114.27,3355,28.1364,28.5787,28.9506,26.6469,28.3693,0.65,3.55,0,2.48,2.48,0,0,0,12.06,1.72,0,4.2,0,1.4,0,0,0,0,0,0,7.43,9.58,0,0,8.18,0,0,0,0,0,0,1.08,0.32,0,41.77,4.2,0,45.96,0,1.4,0,0,0,0,0,0,100
Fr2/96-2,-29.33,112.93,3370,21.4947,22.6698,22.7478,20.1461,20.4152,0.28,1.01,0,19.63,19.63,2.03,0,0,4.88,0,0,1.29,0.28,7.93,1.57,0.28,0.74,0,0,0,1.75,17.79,0,0,1.01,11.24,1.29,1.01,2.3,0,0,0.74,0,0,11.71,0.28,0,11.98,0,13.27,0,0,0,0,0,0,100
Fr2/96-21,-14.8,114.27,2919,27.6976,28.2425,28.8325,26.0625,27.6531,0.55,3.31,0,24.36,24.36,1.38,0,0,15.81,0,0,7.72,0,2.48,0,0.28,0.28,0,0,0,0,14.52,0.55,0,2.76,0,0,0,0,0,0,1.1,0,0,13.6,1.38,0,14.98,0,9.93,0,0,0,0,0,0,100
Fr2/96-22,-16.57,113.18,2501,27.0023,27.7309,28.131,25.4292,26.7183,2.83,3.71,0,28.88,28.88,2.83,0,0,16.1,0.59,0,8.1,0,0.98,0,0.59,0.78,0,0,0,1.66,6.73,0,0,2.63,0,0,0,0,0.39,0,0.2,0.2,0,16.88,1.85,0,18.73,0,4.1,0,0,0,0,0,0,100
Fr2/96-23,-16.9,113.33,1987,26.9461,27.7116,28.1347,25.3221,26.6159,1.71,2.52,0,33.03,33.03,1.91,0,0,21.25,0,0,11.78,0,0.81,0.3,0.6,1.41,0,0,0,1.11,3.32,0.3,0,3.12,0,0.3,0.3,0.6,0,0,0.3,0,0,9.47,0.81,0,10.27,0,5.64,0,0,0,0,0,0,100
Fr2/96-24,-16.92,114.25,1603,27.04,27.8612,28.2818,25.3256,26.6911,3.05,4.37,0,34.59,34.59,3.05,0,0,15.77,0.31,0,7.43,0.31,1.02,0,0,2.34,0,0,0,0,3.15,0,0,2.34,0.71,0,0,0,0,0,1.02,0,0,13.12,0.71,0,13.84,0,6.71,0,0,0,0,0,0,100
Fr2/96-25,-16.9,115.25,1666,27.1937,28.0552,28.4278,25.3761,26.9155,3.63,5.2,0,20.61,20.61,2.26,0,0,18.94,0.29,0,8.83,0,0.29,0.29,0.69,2.26,0,0,0,1.96,3.93,0.69,0,2.26,0,0,0,0,0,0,0,0,0,17.66,1.67,0,19.33,0,8.54,0,0,0,0,0,0,100
Fr2/96-26,-16.9,115.52,1958,27.2235,28.0799,28.4484,25.3896,26.976,1.86,6,0,38.61,38.61,2.8,0,0,13.56,0.31,0,9.21,0,2.17,0.93,0,0,0,0,0,1.86,1.76,0,0,3.83,0.31,0,0.31,0.31,0,0,0.31,0,0,10.77,0.31,0,11.08,0,5.07,0,0,0,0,0,0,100
Fr2/96-27,-18.55,116.27,1024,26.8469,27.7866,28.5014,24.6992,26.4003,1.31,1.91,0,25.65,25.65,2.31,0,0,20.72,0,0,9.36,0,1.61,0,1.01,1.01,0,0,0,2.31,3.02,0,0,6.84,0,0,0,0,0,0,0.6,0.3,0,12.98,1.31,0,14.29,0,7.75,0,0,0,0,0,0,100
Fr2/96-28,-18.78,116.33,502,26.7783,27.7161,28.5041,24.5806,26.3124,0.73,4.18,0,34.8,34.8,2.82,0,0,15.36,0,0,9.09,0,2.82,0,0,0,0,0,0,2.82,3.66,0,0,2.82,0,0,0,0,0,0,0,0,0,12.54,1.36,0,13.9,0,7,0,0,0,0,0,0,100
Fr2/96-29,-18.95,116.38,344,26.7274,27.6604,28.5041,24.4934,26.2517,1.6,0.75,0,20.06,20.06,8.66,0,0,4.71,0.38,0,6.69,0,5.84,1.98,0,2.82,0,0,0,0.38,6.87,0,0,2.82,0,0,0.38,0.38,0,0,0.38,0,0,3.11,0.38,0,3.48,0,32.2,0,0,0,0,0,0,100
Fr2/96-3,-29.28,112.93,3343,21.5309,22.7215,22.7809,20.1792,20.4421,0.32,2.25,0,17.92,17.92,0.97,0,0,5.79,0,0,5.15,0,6.76,2.9,0.32,0.32,0,0,0,0.97,11.27,0,0,0.97,9.55,4.51,0.64,5.15,0,0,0.64,0,0,13.09,0,0,13.09,0,15.67,0,0,0,0,0,0,100
Fr2/96-4,-28.72,113.38,936,21.9819,23.392,23.1577,20.6196,20.7583,0,1.27,0,20.57,20.57,1.27,0,0,5.09,0,0,5.09,0,4.45,0.64,0,1.27,0,0,0,3.18,18.03,0,0,1.27,1.91,3.18,0,3.18,0,0,0.64,0,0,18.03,0,0,18.03,0,14.1,0,0,0,0,0,0,100
Fr2/96-5,-28.38,113.15,735,22.1551,23.5759,23.3467,20.7501,20.9475,0.31,0,0,24.35,24.35,1.66,0,0,5.49,0,0,5.49,0,7.46,2.07,0,2.07,0,0,0,1.35,22.8,0,0,1.35,1.35,2.38,0,2.38,0,0,0.31,0,0,13.47,0,0,13.47,0,8.08,0,0,0,0,0,0,100
Fr2/96-6,-28.42,112.28,3575,21.9341,23.2082,23.2342,20.5192,20.7749,0.25,0.25,0,12.47,12.47,3.12,0,0,4.76,0,0,1.15,0,7.88,0.98,0,1.39,0,0,0,0.25,20.67,0,0,0.98,26,0.98,3.61,4.59,1.64,0,0.25,0,0,0.49,0,0,0.49,0,12.88,0,0,0,0,0,0,100
Fr2/96-7,-26.97,111.33,3090,22.3169,23.3867,23.6847,20.83,21.3659,0.66,0.33,0,28.1,28.1,5.2,0,0,5.86,0,0,5.53,0,8.85,0.66,0,0.33,0,0,0,1,3.87,0,0,1.66,6.19,1.33,0.33,1.66,0,0,1,0,0,9.85,0,0,9.85,0,19.25,0,0,0,0,0,0,100
Fr2/96-8,-24.83,108.82,2670,22.6566,23.4216,24.1702,21.2952,21.7396,0.99,3.16,0,20.2,20.2,3.61,0,0,5.32,0,0,2.16,0,5.14,1.44,0,1.44,0,0,0,0.27,11.99,0,0,0.72,15.6,1.17,2.43,3.61,1.17,0,0,0.72,0,1.26,0,0,1.26,0,21.19,0,0,0,0,0,0,100
Fr2/96-9,-24.73,108.48,2534,22.663,23.4261,24.1489,21.3436,21.7335,0.83,2.19,0,29.27,29.27,5.83,0,0,4.17,0,0,9.9,0,3.54,1.35,0,3.02,0,0,0,1.15,1.67,0,0,0.31,4.69,1.67,0.83,2.5,0.31,0,0.83,0,0,6.98,0,0,6.98,0,21.46,0,0,0,0,0,0,100
G-22,14.52,111.98,1699,27.5683,28.8389,25.9992,28.4821,26.953,0.76,0.38,0,12.5,12.5,0,0,0,10.23,5.3,0,1.14,1.14,4.55,0.38,0,0,0,0,0,1.14,15.53,1.52,0,6.44,0.38,0,0.76,0.76,0,0,0,0,0,26.52,0,0,26.52,0,11.36,0,0,0,0,0,0,100
G-23,14.5,113,2398,27.6678,28.8986,26.1159,28.5954,27.0612,0.73,1.63,0,9.26,9.26,0,0,0,12.34,2,0,3.99,2.54,3.45,0,0.36,0,0,0,0,0,14.7,1.27,0,9.8,0.36,0,0.18,0.18,0,0,0,0,0,25.77,0,0,25.77,0,11.62,0,0,0,0,0,0,100
G-29,15.5,110.98,900,27.3279,28.6932,25.1517,28.9328,26.5339,1.11,0.86,0,28.33,28.33,2.46,0,0,17,0.25,0,1.48,1.72,6.77,0.25,0,0,0,0,0,0,8.5,0,0,4.19,0,0,0.62,0.62,0,0,0,0.62,0,3.69,0,0,3.69,0,22.17,0,0,0,0,0,0,100
G-30,15.52,111.98,1579,27.4385,28.7835,25.494,28.6821,26.7944,0.65,1.48,0,25.74,25.74,0,0,0,21.13,0.37,0,2.95,1.2,5.9,0.18,0,0.09,0,0,0,0,9.96,0.37,0,6.46,0,0.09,0.46,0.55,0.09,0,0,0.28,0,6.83,0,0,6.83,0,15.77,0,0,0,0,0,0,100
G-31,15.5,113,2800,27.5081,28.781,25.6078,28.7111,26.9327,0.97,2.13,0,7.17,7.17,0.39,0,0,5.43,4.26,0,4.26,2.33,3.49,0,0.39,0,0,0,0,0,12.02,0.19,0,13.37,0.19,0,0.97,0.97,0,0,0,0,0,36.63,0.19,0,36.82,0,5.62,0,0,0,0,0,0,100
G-32,15.5,113.5,2600,27.5596,28.8349,25.6269,28.7667,27.0098,1.47,1.87,0,27.37,27.37,1.6,0,0,19.89,0.4,0,4.81,2.8,5.07,0,0,0.53,0,0,0,0,7.21,0.13,0,2.27,0.13,0,0.8,0.8,0,0,0,0.27,0,6.81,0,0,6.81,0,16.56,0,0,0,0,0,0,100
G-37,16.03,111,384,27.2726,28.6995,24.8589,29.1,26.4318,0.82,1.34,0,32.32,32.32,1.64,0,0,16.01,0,0,3.8,3.13,4.1,0.37,0.07,0.82,0,0,0,0.82,17.42,0.52,0,4.02,2.61,0,1.41,1.41,0.6,0,0,0.22,0,3.35,0,0,3.35,0,4.62,0,0,0,0,0,0,100
G-38,16,112,1115,27.3584,28.7274,25.1845,28.7978,26.7238,0.97,1.03,0,28.65,28.65,2.73,0,0,14.29,0.12,0,5.94,3.03,5.94,0.24,0.12,1.15,0,0,0,0.12,9.99,1.15,0,3.33,0,0,1.09,1.09,0,0,0,1.51,0,4.3,0,0,4.3,0,14.29,0,0,0,0,0,0,100
G-39,16.02,113.02,1747,27.4053,28.6973,25.252,28.7948,26.877,1.38,1.38,0,27.9,27.9,1.14,0,0,18.73,0.16,0,2.68,1.87,5.52,0.08,0.16,0.41,0,0,0,0,7.79,0.73,0.16,3.57,0,0.08,1.3,1.38,0.08,0,0,0.49,0,5.6,0,0,5.6,0,18.82,0,0,0,0,0,0,100
G-40,16,113.75,2420,27.4839,28.7691,25.3222,28.8048,27.0393,0.95,0.41,0,29.86,29.86,4.68,0,0,13.68,0.06,0,5.27,4.8,4.27,0.53,0.18,0,0,0,0,0,5.81,0.77,0.12,2.37,0,0.06,0.59,0.65,0,0,0,1.18,0,1.9,0,0,1.9,0,22.51,0,0,0,0,0,0,100
G-45,17.27,110.83,1600,26.9405,28.3526,24.2742,29.0661,26.0691,1.26,0.5,0,16.33,16.33,2.26,0,0,16.71,0.25,0,0.5,1.26,5.9,0.25,0.25,0.25,0,0,0,0,8.92,0.5,0,9.17,0,0,0,0,0,0,0,0.5,0,10.55,0,0,10.55,0,24.62,0,0,0,0,0,0,100
G-46,17,110.98,1310,27.0462,28.4842,24.4089,29.1239,26.1678,0.61,1.57,0,23.18,23.18,1.23,0,0,20.38,0.34,0,2.11,1.02,6.54,0.27,0.07,0.27,0,0,0,0,9.95,0.55,0.07,8.38,0,0,0.27,0.27,0,0,0,0.55,0,5.18,0,0,5.18,0,17.45,0,0,0,0,0,0,100
G-47,17,115.98,981,27.2865,28.5521,24.7277,28.9228,26.9431,1.33,0.92,0,28.63,28.63,3.07,0,0,11.73,0.04,0,3.48,4.59,6.96,0.85,0.07,1.15,0,0,0,0,8.21,3.11,0,3.66,0,0,0.63,0.63,0,0,0,1.55,0,3.74,0,0,3.74,0,16.28,0,0,0,0,0,0,100
G-49,17.03,114.05,2850,27.1335,28.4811,24.5203,28.7632,26.7693,0.58,1.01,0,7.63,7.63,0.86,0,0,11.51,1.44,0,2.88,1.87,7.91,0,0.86,0,0,0,0,0,16.12,0.58,0,16.69,0.86,0,0.72,0.72,0.14,0,0,0.58,0,17.12,0,0,17.12,0,10.65,0,0,0,0,0,0,100
G-54,17.5,110.52,1230,26.8181,28.211,24.0867,28.983,25.9918,1.18,0.94,0,15.88,15.88,1.06,0,0,15.29,0.24,0,1.88,0.94,8.35,0.24,0.12,0.12,0,0,0,0,8.35,0.12,0,8.71,0,0,0.47,0.47,0,0,0,0.47,0,5.41,0,0,5.41,0,30.24,0,0,0,0,0,0,100
G-55,17.5,111,1760,26.861,28.2145,24.217,28.961,26.0516,1.08,1.24,0,12.21,12.21,0.77,0,0,19.01,1.08,0,1.85,0.31,6.03,0,0.31,0,0,0,0,0,6.49,0.46,0,17.31,0,0,0.15,0.15,0,0,0,0.31,0,15.3,0,0,15.3,0,16.07,0,0,0,0,0,0,100
G-56,17.52,111.98,1347,26.9056,28.233,24.2326,28.9046,26.252,1.25,1.36,0,19.27,19.27,1.25,0,0,14.29,0.23,0,1.81,1.59,7.37,0.11,0.23,0,0,0,0,0.23,8.28,0.23,0,8.28,0.34,0,0.68,0.68,0,0,0,0.45,0,5.22,0,0,5.22,0,27.55,0,0,0,0,0,0,100
G-57,17.52,113,1432,26.9687,28.328,24.2302,28.898,26.4185,1,2.61,0,21.34,21.34,1.4,0,0,16.43,0,0,2.2,1.5,5.11,0.4,0.1,0.2,0,0,0,0,9.92,1.3,0,7.72,0.3,0.1,1.4,1.5,0,0,0,0.5,0,7.31,0.2,0,7.52,0,18.94,0,0,0,0,0,0,100
G-63,18.5,111.98,480,26.6122,27.738,23.8313,28.8326,26.0471,1.19,0.75,0,26.62,26.62,3.34,0,0,11.96,0.11,0,5.39,7.22,2.37,0.86,0.22,1.62,0,0,0,0,6.47,1.51,0.11,6.03,0,0,0,0,0,0,0,2.05,0,2.91,0,0,2.91,0,19.29,0,0,0,0,0,0,100
G-64,18.75,112.77,600,26.6356,27.8249,23.6728,28.8978,26.1467,0.66,1.03,0,24.63,24.63,2.34,0,0,13.11,0.09,0,2.81,5.06,4.59,0.47,0,1.97,0,0,0,0,7.77,1.03,0,4.68,0.75,0,0.84,0.84,0,0,0,0.66,0,3.09,0,0,3.09,0,24.44,0,0,0,0,0,0,100
G-65,18.5,113,1659,26.7274,27.9955,23.8099,28.8968,26.2074,0.78,1.25,0,10.28,10.28,0.31,0,0,8.57,0.31,0,2.18,0.78,9.66,0.16,0.16,0,0,0,0,0,9.19,0.47,0,15.11,0,0,0.16,0.16,0,0,0,0,0,9.97,0,0,9.97,0,30.69,0,0,0,0,0,0,100
G-66,18.5,114,2172,26.7625,28.1173,23.8804,28.7253,26.3269,0.25,0.99,0,21.12,21.12,2.61,0,0,12.67,0.37,0,1.86,1.49,13.17,0.12,0.12,0.12,0,0,0,0,6.83,1.24,0,6.71,0.37,0,0.25,0.25,0,0,0,0.37,0,4.1,0,0,4.1,0,25.22,0,0,0,0,0,0,100
G-71,19,113.5,1040,26.6052,27.8382,23.5618,28.7889,26.232,0.59,0.59,0,16.06,16.06,0.82,0,0,11.49,0.12,0,1.17,1.41,10.32,0.59,0,0,0,0,0,0,6.45,0.12,0.12,7.03,0,0,0.47,0.47,0,0,0,0,0,3.63,0,0,3.63,0,39.04,0,0,0,0,0,0,100
G-72,19,115,2234,26.6803,27.8303,23.888,28.7175,26.2852,0.27,3.24,0,9.73,9.73,0.27,0,0,15.41,1.35,0,2.16,0.54,5.14,0.54,0.54,0,0,0,0,0,10.27,1.62,0.27,22.16,0,0,0.27,0.27,0,0,0,0,0,21.35,0,0,21.35,0,4.86,0,0,0,0,0,0,100
G-73,19,115.98,2970,26.698,27.7192,23.9219,28.8315,26.3195,0.71,0,0,1.42,1.42,0,0,0,2.13,6.38,0,0.71,0.71,4.26,0,0,0,0,0,0,0,6.38,1.42,0,29.79,0.71,0,0,0,0,0,0,0,0,26.95,0,0,26.95,0,18.44,0,0,0,0,0,0,100
G-76,19.48,115.48,2400,26.5288,27.4945,23.7053,28.7282,26.1871,0.18,0.91,0,4.56,4.56,0.91,0,0,2.74,0.73,0,1.46,1.64,5.11,0,0.18,0,0,0,0,0,12.77,1.09,0,32.66,1.28,0,0.18,0.18,0.18,0,0,0,0,13.32,0.18,0,13.5,0,19.89,0,0,0,0,0,0,100
G-77,20,114.98,895,26.2591,27.1404,23.2782,28.6272,25.9907,0.59,0.94,0,20.45,20.45,2.28,0,0,10.9,0,0,4.04,4.51,9.2,1.05,0.06,1.23,0,0,0,0,9.9,2.58,0.06,8.38,0,0,0.59,0.59,0,0,0,1,0,2.05,0,0,2.05,0,20.21,0,0,0,0,0,0,100
